id,0me,host_id,host_0me,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,reviews_per_month,calculated_host_listings_count,,last_review
25783,Urban Fun House in Heart of Williamsburg Brooklyn!,32761103,James,Brooklyn,Williamsburg,40.71394,-73.95669,Entire home/apt,255,14,9,326,0.41,1,,5/18/2019
25784,"Charming 1 Bedroom Apartment in Bushwick, Brooklyn",123355776,Carol,Brooklyn,Bushwick,40.70336,-73.92657,Entire home/apt,184,1,29,0,1.12,1,,5/7/2019
25785,Large Beautiful East Village 1-Bdrm,1474749,Jared,Manhattan,East Village,40.72986,-73.97913,Entire home/apt,199,6,41,36,0.47,1,,6/7/2019
25786,Bright Private Apartment w/ Manhattan Views,4218058,Jessica,Brooklyn,Fort Greene,40.68526,-73.97154,Entire home/apt,500,7,11,173,0.2,2,,7/31/2018
25787,LOFT EXPERIENCE IN HEART OF WILLIAMSBURG,212417594,Hugo,Brooklyn,Williamsburg,40.70952,-73.96267,Entire home/apt,380,7,1,0,0.11,1,,9/28/2018
25788,"Mod Tribeca 1BR w/ Gym, Doorman + Rooftop garden by Blueground",107434423,Blueground,Manhattan,Tribeca,40.71295,-74.00906,Entire home/apt,278,30,0,330,0,232,,0
25789,Private Room in 2BD near Grand Central,52319188,Nick,Manhattan,Murray Hill,40.7472,-73.97278,Private room,500,2,0,43,0,1,,0
25790,Modern new  large duplex apartment.,27072611,Vinny,Manhattan,Kips Bay,40.73829,-73.97896,Entire home/apt,285,1,79,310,2.7,1,,6/21/2019
25791,Cali-Retro Duplex w/ HUGE private backyard!,6701890,Jenny,Brooklyn,Greenpoint,40.73297,-73.95466,Entire home/apt,350,2,0,76,0,2,,0
25792,Chelsea Luxury Alcove Studio,17477908,Mat,Manhattan,Chelsea,40.74161,-73.99435,Entire home/apt,250,30,3,338,0.19,10,,8/17/2018
25793,SPECIAL NEW YEAR'S LUXURIOUS MANHATTAN APT,9630447,Lois,Manhattan,Midtown,40.76547,-73.97729,Entire home/apt,295,2,0,0,0,1,,0
25794,Victorian Film location,2675644,Alissa,Staten Island,Randall Manor,40.63952,-74.0973,Entire home/apt,5000,1,0,344,0,1,,0
25795,Cozy 4 bedroom duplex in NYC borough of Brooklyn,138770550,Charmine,Brooklyn,Crown Heights,40.67191,-73.93411,Entire home/apt,350,3,6,100,0.43,3,,10/12/2018
25796,2 Bedroom Empire State Building Apartment,258133009,Rove0,Manhattan,Murray Hill,40.74553,-73.97699,Entire home/apt,239,1,8,140,4.53,1,,6/24/2019
25797,Charming Apartment near Central Park with Balcony,844253,Ariane,Manhattan,Upper West Side,40.7786,-73.97578,Entire home/apt,350,7,1,292,0.09,1,,8/20/2018
25798,"Serene UWS 2BR w/ Doorman, Gym, near Central Park by Blueground",107434423,Blueground,Manhattan,Upper West Side,40.77771,-73.98244,Entire home/apt,481,30,0,156,0,232,,0
25799,Lovely Home in Prime Brooklyn,60401178,Dan,Brooklyn,Gowanus,40.67884,-73.99238,Entire home/apt,619,5,9,54,0.23,1,,4/21/2019
25800,2 Bd/1 Bath Apartment Upper East Side NYC,17272284,Geoffrey,Manhattan,Upper East Side,40.76349,-73.95969,Entire home/apt,400,3,9,0,0.36,2,,4/28/2019
25801,COZY BEAUTIFUL 1 BEDROOM APT FOR 3PPL,142286413,Ramon,Manhattan,Hell's Kitchen,40.76536,-73.98878,Entire home/apt,225,3,104,34,4.79,1,,6/30/2019
25802,Time Square - Comfy Standard Queen,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75652,-73.99826,Private room,179,1,24,165,3.23,30,,6/9/2019
25803,Lower East side Ideal Location #7,3256433,Ira,Manhattan,Lower East Side,40.72116,-73.99124,Entire home/apt,250,30,8,4,0.2,7,,8/17/2018
25804,Queens House bedroom 1,213111794,Desmond,Queens,Cambria Heights,40.6844,-73.74601,Private room,250,1,2,365,0.2,4,,10/8/2018
25805,Brownstone on a tree-lined street in NYC,102012893,Jeffrey,Manhattan,Harlem,40.80669,-73.9497,Entire home/apt,200,5,2,0,0.07,2,,7/29/2017
25806,AMAZING 2 bedroom in the heart of Chelsea!,10307134,An0,Manhattan,Chelsea,40.74204,-73.99899,Entire home/apt,275,3,20,106,0.86,2,,7/1/2019
25807,Spacious East Village 2 bedroom with living room.,79501489,Christopher,Manhattan,East Village,40.73172,-73.9846,Entire home/apt,177,1,2,0,0.05,1,,6/29/2016
25808,COZY STUDIO Upper West Side,169773010,Petri0,Manhattan,Upper West Side,40.78471,-73.9716,Entire home/apt,199,1,86,22,8.72,1,,6/30/2019
25809,Spacious Sunny Studio in LES,886109,Tzveta,Manhattan,Lower East Side,40.72134,-73.99104,Entire home/apt,180,2,25,200,0.51,1,,8/6/2018
25810,Charming Garden Flat in the Heart of Chelsea,261008318,Holly,Manhattan,Chelsea,40.74411,-74.00166,Entire home/apt,245,3,4,152,2.55,1,,6/30/2019
25811,"Awesome, Large, Sunny
Three Bedroom House!!!",758655,Allison,Brooklyn,Bedford-Stuyvesant,40.67759,-73.91856,Entire home/apt,350,3,3,22,2,1,,6/28/2019
25812,Cozy 1+ br apt. on Riverside Dr,8349334,Benjamin,Manhattan,Morningside Heights,40.80822,-73.96567,Entire home/apt,190,5,9,0,0.26,1,,1/2/2019
25813,1892 Brownstone on Landmarked Block,28752891,Sarah,Manhattan,Upper West Side,40.79093,-73.9678,Private room,250,3,33,38,2.31,2,,7/1/2019
25814,"Sunny, Quiet 1 Bedroom in Union Sq/East Village",101113812,Michael,Manhattan,East Village,40.73256,-73.98622,Entire home/apt,198,5,10,0,0.32,1,,5/29/2017
25815,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",1989327,William,Brooklyn,South Slope,40.66106,-73.98316,Entire home/apt,250,3,17,5,0.46,1,,7/5/2019
25816,4BR Brooklyn Apartment Minutes from City Life!,48618586,Evolve,Brooklyn,East Flatbush,40.64261,-73.94334,Entire home/apt,350,2,1,0,0.04,1,,8/20/2017
25817,Historic WoHo Townhouse,2588427,Rip,Manhattan,SoHo,40.72547,-74.01,Private room,300,7,51,156,1.11,2,,1/5/2018
25818,Sonder | Stock Exchange | Stylish Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Fi0ncial District,40.70734,-74.01097,Entire home/apt,196,2,6,325,1.48,327,,6/11/2019
25819,Orchard St,15646137,Joe,Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,200,30,0,365,0,1,,0
25820,Stately Central Chelsea 1BR w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Chelsea,40.74261,-73.99457,Entire home/apt,356,30,0,323,0,232,,0
25821,Beautiful large 2 bed apartment near Columbia U,21594748,Gabriel,Manhattan,Morningside Heights,40.807,-73.96452,Entire home/apt,220,2,6,0,0.27,2,,3/19/2018
25822,Superhost-Designer Legal 4 Bed Townhouse Midtown 2,69852641,Lisa,Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,1000,2,24,274,0.71,3,,5/30/2019
25823,"Cheery 1BR in Chelsea w/Gym, Doorman, great Rooftop views by Blueground",107434423,Blueground,Manhattan,Flatiron District,40.74395,-73.99109,Entire home/apt,321,30,0,330,0,232,,0
25824,"Studio on UWS, three blocks from the Central Park",49046009,Anthony,Manhattan,Upper West Side,40.78607,-73.97717,Entire home/apt,180,5,27,0,1.25,1,,4/20/2019
25825,Oasis Retreat Bed-Stuy Brooklyn,110062117,Steve,Brooklyn,Bedford-Stuyvesant,40.68039,-73.94302,Entire home/apt,250,3,57,258,2.09,1,,6/30/2019
25826,West Village on the Hudson River,35488245,Jillian,Manhattan,West Village,40.73212,-74.01051,Entire home/apt,195,1,1,0,0.02,1,,8/25/2015
25827,Stylish & Spacious Apartment in Harlem Brownstone,69613456,Elisia,Manhattan,Harlem,40.80891,-73.94247,Entire home/apt,265,2,113,297,3.55,1,,6/23/2019
25828,Luxury Full-Floor 2 Bed Loft w/Huge Private Roof,90256030,Andrew,Manhattan,Chelsea,40.74775,-73.99167,Entire home/apt,999,2,1,0,0.03,1,,10/12/2016
25829,SoHo/Central/Quiet St/Close to trains/Entire Place,114548258,Only One,Manhattan,SoHo,40.72749,-74.0018,Entire home/apt,205,1,2,124,2,2,,7/1/2019
25830,mid century modern apartment,50015739,Anne,Manhattan,Murray Hill,40.74695,-73.98062,Entire home/apt,300,2,13,0,0.3,1,,4/24/2017
25831,"Spacious, Sunny Apartment in Bed Stuy",28060043,Olivia,Brooklyn,Bedford-Stuyvesant,40.68757,-73.94428,Entire home/apt,195,2,2,1,0.32,1,,6/16/2019
25832,Charming Williamsburg Loft - 1 BR,63260432,Thibaut,Brooklyn,Greenpoint,40.7198,-73.95489,Entire home/apt,179,1,15,0,2.54,1,,5/19/2019
25833,"Prospect Heights, Brooklyn Loft with views",94509134,Katherine,Brooklyn,Crown Heights,40.67961,-73.96325,Entire home/apt,190,1,12,9,0.93,1,,7/2/2019
25834,The Apollo,94408885,Anthony,Brooklyn,Greenpoint,40.72572,-73.93909,Entire home/apt,210,2,31,0,1.37,1,,5/19/2019
25835,LUXURY NEIGHBORHOOD IN NYC-EAST 86TH ST/5TH AVE,200380610,Pranjal,Manhattan,Upper East Side,40.77964,-73.95865,Entire home/apt,187,30,0,315,0,65,,0
25836,Spacious Apartment in the heart of Manhattan!,30672354,Malin,Manhattan,Flatiron District,40.74016,-73.98735,Entire home/apt,290,5,4,69,0.24,2,,7/27/2018
25837,"The Locals House // Best Location, Nicest Home",129133511,Michael,Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,545,1,31,224,1.2,1,,7/7/2019
25838,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,248,1.07,1,,7/2/2019
25839,NEW! 3 Bedroom Central Williamsburg Home,36149596,Lauren,Brooklyn,Williamsburg,40.71507,-73.95462,Entire home/apt,305,1,15,43,1.89,1,,7/1/2019
25840,Light and Airy Loft in Williamsburg,8262339,Michael,Brooklyn,Williamsburg,40.71287,-73.96325,Entire home/apt,200,3,3,0,0.42,1,,5/5/2019
25841,Perfect West Village Apartment,1587220,Blossom,Manhattan,West Village,40.73577,-74.00582,Entire home/apt,240,1,0,0,0,1,,0
25842,"Modern 3 BR home, 4 blocks from Public Transport!",36486481,Ann,Brooklyn,East Flatbush,40.65565,-73.93573,Entire home/apt,280,3,3,0,0.33,1,,12/9/2018
25843,Your 1B1B Home in Midtown Clean Cozy & Comfy,180397183,Xiao,Manhattan,Hell's Kitchen,40.76806,-73.99254,Entire home/apt,320,1,0,90,0,1,,0
25844,"Spacious, Luxury Duplex with Outside Deck",37888781,Fran,Brooklyn,Bedford-Stuyvesant,40.67884,-73.92611,Entire home/apt,195,2,1,71,1,1,,6/17/2019
25845,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73794,-73.95254,Entire home/apt,199,3,59,60,0.66,28,,6/24/2019
25846,Amazing 3 Bedroom Duplex w/ Backyard,231824284,Andy & Kiera,Manhattan,East Harlem,40.79618,-73.94142,Entire home/apt,450,1,9,312,2.21,1,,6/1/2019
25847,Heart of Greenpoint,4193618,Gustavo,Brooklyn,Greenpoint,40.72995,-73.95498,Entire home/apt,200,15,3,342,0.12,1,,9/3/2017
25848,Sonder | Stock Exchange | Central 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Fi0ncial District,40.70766,-74.01114,Entire home/apt,244,2,1,258,0.7,327,,5/27/2019
25849,NEW Stylish Midtown 2 bedroom w/ balcony,221548872,Charlie,Manhattan,Hell's Kitchen,40.75504,-73.99521,Entire home/apt,390,2,3,0,0.36,1,,1/20/2019
25850,Gorgeous One Bedroom Apartment With Private Garden,265169106,Austin,Manhattan,Harlem,40.80618,-73.94618,Entire home/apt,179,2,3,187,3,1,,6/10/2019
25851,Spacious Chelsea Penthouse w/roof!,8314981,Kevin,Manhattan,Chelsea,40.74212,-73.99828,Private room,210,2,20,0,0.42,2,,9/1/2016
25852,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,14565422,Janelle,Manhattan,East Harlem,40.78587,-73.94764,Entire home/apt,650,2,67,283,1.76,2,,6/23/2019
25853,Stylish peaceful oasis,587918,Elle,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,220,2,48,135,1.21,1,,6/14/2019
25854,Carriage House Loft with Fireplace,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68968,-73.95213,Entire home/apt,250,1,11,365,0.32,3,,10/29/2018
25855,Hell’s Kitchen Apartment,15485954,Bryan,Manhattan,Hell's Kitchen,40.76315,-73.99235,Entire home/apt,200,1,29,0,2.79,1,,4/1/2019
25856,Chic renovated historic 1BR with garden,1036179,0than,Brooklyn,Crown Heights,40.67318,-73.95566,Entire home/apt,225,4,4,11,1.29,1,,7/7/2019
25857,2 Bedroom by Bayside Train 21 mins from Manhattan,24771677,Noelle,Queens,Bayside,40.76324,-73.77111,Entire home/apt,200,2,45,42,2.84,1,,6/30/2019
25858,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,Jessica,Manhattan,Upper East Side,40.77272,-73.95307,Private room,190,3,0,0,0,2,,0
25859,Time SQ Dream Suite in Midtown w/ Projector,27018630,Richard,Manhattan,Hell's Kitchen,40.76069,-73.99068,Entire home/apt,239,2,163,118,4.18,1,,7/5/2019
25860,"Lovely 2 BR Skyline View , 5 Min to Manhattan",33320745,Daniel,Queens,Long Island City,40.75256,-73.93671,Entire home/apt,250,6,4,105,1.56,1,,7/2/2019
25861,Sunny + Charming 2 BR in Brooklyn Brownstone,1816331,Justine,Brooklyn,Crown Heights,40.67147,-73.94979,Entire home/apt,275,5,2,357,0.1,1,,10/18/2018
25862,Fabulous Urban Retreat 2bdr,2806561,Noemie,Brooklyn,Crown Heights,40.67391,-73.94039,Entire home/apt,180,2,221,264,2.6,1,,6/23/2019
25863,"Large Comfy 2Bdrm Apt in Williamsburg, Brooklyn",193954973,Sean,Brooklyn,Williamsburg,40.71381,-73.95187,Entire home/apt,245,3,1,257,0.47,3,,5/6/2019
25864,"Heart of W. Village 1-BR, Renovated",43509184,Catri0,Manhattan,West Village,40.73418,-74.0046,Entire home/apt,194,3,117,0,2.58,1,,1/11/2018
25865,HEART OF SOHO The Perfect One Bedroom Apt,2483293,Eric,Manhattan,SoHo,40.72701,-74.0011,Entire home/apt,198,3,9,0,0.1,1,,2/23/2019
25866,Sunny Spacious Long Island City Apartment,273059367,Efsun,Queens,Long Island City,40.74356,-73.95314,Entire home/apt,250,2,0,76,0,1,,0
25867,Spacious Park Slope brownstone,20809866,David,Brooklyn,Park Slope,40.66972,-73.97954,Entire home/apt,185,4,111,9,1.9,1,,6/7/2019
25868,Large One Bedroom in heart of North Williamsburg,4094151,Sean,Brooklyn,Williamsburg,40.71813,-73.9606,Entire home/apt,230,5,72,325,0.91,1,,6/30/2019
25869,Charming East Village 1B Apt with Rooftop & View,160050819,Caitlyn,Manhattan,East Village,40.72683,-73.97993,Entire home/apt,250,4,1,0,0.3,1,,3/30/2019
25870,1BD in West Village,49577355,J.J.,Manhattan,West Village,40.74029,-74.00578,Entire home/apt,225,2,185,250,4.24,1,,6/21/2019
25871,"Labor Day in NYC! Renovated Luxury Apt, Midtown",21060836,Laura,Manhattan,Midtown,40.75207,-73.97201,Entire home/apt,690,3,1,0,0.04,2,,9/4/2017
25872,Sonder | Madison Ave | Lively 1BR + Gym,12243051,Sonder,Manhattan,Midtown,40.74658,-73.98298,Entire home/apt,279,29,0,325,0,96,,0
25873,Get away for the weekend in a cozy private room,241708736,Jurany,Manhattan,Morningside Heights,40.80511,-73.95824,Private room,300,3,0,364,0,1,,0
25874,East Village Luxury Retreat,3783926,Vivek,Manhattan,East Village,40.7281,-73.98293,Private room,250,1,2,180,0.24,1,,11/30/2018
25875,Charming 1 Bedroom in West Village,12773532,Idan,Manhattan,Greenwich Village,40.73405,-73.99725,Entire home/apt,199,4,3,0,0.05,1,,7/13/2015
25876,2 Bedrooms 5 beds apt perfect for groups,144197377,Riley,Manhattan,East Harlem,40.79873,-73.93263,Entire home/apt,199,1,34,0,1.5,1,,4/26/2018
25877,980 sqft Royalton Suite near Flatiron & Union Sq,260577152,Royalton Park Avenue,Manhattan,Midtown,40.74501,-73.98668,Private room,350,1,0,361,0,10,,0
25878,Spacious apt right off the highline,19693990,Marc,Manhattan,Chelsea,40.75194,-74.00468,Entire home/apt,300,30,0,0,0,1,,0
25879,JFK/QNS Home Away From Home Full private apartment,175019394,Suzan,Queens,Jamaica,40.6706,-73.7794,Entire home/apt,450,1,3,83,0.22,6,,7/2/2018
25880,Sonder | Stock Exchange | Glam 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Fi0ncial District,40.70781,-74.01165,Entire home/apt,214,2,6,343,1.57,327,,6/11/2019
25881,Great location-Newly updated-great new features,60500199,Valery,Manhattan,Harlem,40.80797,-73.94243,Entire home/apt,205,3,71,331,1.76,1,,6/3/2019
25882,Stunning Studio in Midtown BEST LOCATION,78929276,Blaine,Manhattan,Midtown,40.7441,-73.98834,Entire home/apt,199,2,106,250,2.96,1,,6/20/2019
25883,Williamsburg 4 Bedroom - Spacious Warehouse Loft,41218193,Tommy,Brooklyn,Williamsburg,40.7203,-73.95739,Entire home/apt,500,1,0,0,0,1,,0
25884,"West 86th Street, Charming UWS One Bd Serviced Apt",22541573,Ken,Manhattan,Upper West Side,40.78664,-73.97275,Entire home/apt,195,30,2,45,0.06,87,,9/26/2018
25885,5min to JFK! Private 3 bedroom Apt-Whole 1st Floor,6754369,Johann,Queens,Jamaica,40.69267,-73.80159,Entire home/apt,340,1,10,82,0.78,4,,10/31/2018
25886,Extra large downtown apartment,6590142,C,Manhattan,Fi0ncial District,40.70835,-74.00702,Entire home/apt,349,2,5,0,0.13,1,,7/23/2016
25887,NOLITA&SOHO BEST LOCATION&GREAT APT,132132,Rachel,Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,199,7,66,142,0.83,1,,6/9/2019
25888,Artist's Townhouse,9977688,Lenissima,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92412,Entire home/apt,575,4,6,179,0.19,1,,12/31/2018
25889,WeLive Wall Street -- Four Bedroom / Two Bath,159610596,WeWork,Manhattan,Fi0ncial District,40.70448,-74.00615,Entire home/apt,525,1,25,203,2.53,6,,7/7/2019
25890,Sunny Third-Floor Fort Greene Apartment,37820632,Moira,Brooklyn,Fort Greene,40.68912,-73.97514,Entire home/apt,275,2,2,0,0.19,1,,12/18/2018
25891,Bluebird Hells Kitchen 1-BR  Apt Near Central Park,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76038,-73.99951,Entire home/apt,534,30,0,365,0,18,,0
25892,BRAND NEW RENOVATED 2BR~TIMES SQR,2856748,Ruchi,Manhattan,Midtown,40.75687,-73.97321,Entire home/apt,245,30,1,331,0.03,49,,8/15/2016
25893,Beautiful Central 2 Bedroom in Soho!,227498924,Alex,Manhattan,SoHo,40.72607,-74.00166,Entire home/apt,299,4,2,156,0.32,1,,5/18/2019
25894,Modern Royal Suite in Manhattan - New York City!,221213143,David,Manhattan,Midtown,40.74217,-73.98398,Entire home/apt,299,1,0,339,0,9,,0
25895,manhattan (UWS) townhouse,11760806,Raj,Manhattan,Upper West Side,40.79994,-73.97001,Private room,299,1,1,88,0.64,1,,5/23/2019
25896,Family Friendly Brooklyn House,37879,Jeffrey,Brooklyn,Gowanus,40.67024,-73.99351,Entire home/apt,299,3,13,346,0.56,1,,4/24/2019
25897,Midcentury Inspired Plantlovers Apt,7399447,Lee And Kara,Brooklyn,Williamsburg,40.71163,-73.95186,Entire home/apt,250,7,33,0,0.7,1,,1/14/2017
25898,Beautiful LARGE one bedroom apt,54235059,Emmett,Queens,Long Island City,40.74399,-73.95321,Entire home/apt,195,1,0,0,0,1,,0
25899,Gorgeous Studio Steps to Central Park West! #10256,15357689,Rissala,Manhattan,Upper West Side,40.77816,-73.97735,Entire home/apt,250,3,4,3,0.21,1,,1/3/2018
25900,East Village Artsy ONE-BEDROOOM ENTIRE APT,51547093,Kai Chieh,Manhattan,Lower East Side,40.72035,-73.98542,Entire home/apt,225,4,1,0,0.05,2,,12/20/2017
25901,Cool UES 1 Bed Sleeps upto 4,2261678,Ayesha,Manhattan,Upper East Side,40.77331,-73.95067,Entire home/apt,250,1,0,0,0,1,,0
25902,Convenient & Updated- prime East Village location!,11576606,Katie,Manhattan,East Village,40.72259,-73.98502,Entire home/apt,199,3,1,0,0.03,1,,10/2/2016
25903,Pre-War Apartment By Riverside Park,13089720,Garret,Manhattan,Morningside Heights,40.81411,-73.96073,Entire home/apt,180,2,0,0,0,1,,0
25904,Gorgeous 2-Level East Village Apt (2 Bed/1.5 Bath),5443000,Erin,Manhattan,East Village,40.73103,-73.98233,Entire home/apt,299,2,21,2,1.08,2,,6/11/2019
25905,LUXURY DOORMAN STUDIOS ON EAST 44th,200380610,Pranjal,Manhattan,Midtown,40.75237,-73.9704,Entire home/apt,190,30,0,364,0,65,,0
25906,Harlem's House of the Rising Sun,7727013,Toby Steven,Manhattan,Harlem,40.80979,-73.94289,Private room,200,3,2,24,0.16,2,,9/17/2018
25907,Lovely Brick Townhouse,21705530,Jessica,Brooklyn,Clinton Hill,40.69439,-73.96898,Entire home/apt,450,7,1,0,0.04,1,,7/12/2017
25908,Spacious Duplex Apartment in South Williamsburg,10966450,Alex,Brooklyn,Williamsburg,40.71285,-73.96477,Entire home/apt,250,4,42,126,1.41,1,,6/17/2019
25909,"Sunny, Spacious, Chic Interior Designer Apartment",129328105,Charlie,Manhattan,Upper East Side,40.77423,-73.96561,Entire home/apt,199,2,1,50,0.42,1,,4/29/2019
25910,Elite Penthouse,213781715,Anting,Manhattan,NoHo,40.72858,-73.99141,Entire home/apt,179,1,4,179,0.47,33,,5/20/2019
25911,Entire 3 Bed Apartment in UWS near Central Park,43809903,Eddie,Manhattan,Upper West Side,40.80233,-73.96742,Entire home/apt,350,1,8,135,0.88,4,,6/23/2019
25912,First Class Suite in Central Manhattan,30322413,Sarah,Manhattan,Midtown,40.76398,-73.98034,Private room,325,1,0,0,0,1,,0
25913,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.776,-73.98815,Entire home/apt,300,30,7,312,0.85,25,,3/29/2019
25914,Gorgeous 1 BDR Apartment- 2 blocks to Times Sq.,219303510,Guido,Manhattan,Hell's Kitchen,40.76212,-73.99265,Entire home/apt,190,1,4,36,4,1,,7/7/2019
25915,Architects Central SoHo 1BR Home,29885916,Axel,Manhattan,SoHo,40.72386,-74.00462,Entire home/apt,245,4,8,52,0.16,1,,1/2/2019
25916,"Spacious, 1 bdr apartment. Great light and views.",24648109,Tanya,Manhattan,Battery Park City,40.70615,-74.01719,Entire home/apt,180,4,0,0,0,1,,0
25917,Beautiful Apartment in West Village,13092234,Andrew,Manhattan,West Village,40.73113,-74.00831,Private room,295,6,0,0,0,1,,0
25918,2F Live Like a Real NYer in Real 3Bd!,26405086,Bill & May,Manhattan,Washington Heights,40.83326,-73.94215,Entire home/apt,339,1,87,318,2.28,4,,6/30/2019
25919,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225,2,129,107,1.41,1,,4/28/2019
25920,Great Apartment with luxurious bath in NYC/Chelsea,5971251,D. Anthony,Manhattan,Chelsea,40.74197,-73.99702,Private room,176,2,123,268,1.63,1,,6/23/2019
25921,24HR Doorman Condo&Gym 3Blocks From Time Square!!!,58905707,Greg,Manhattan,Hell's Kitchen,40.76168,-74.00079,Entire home/apt,225,2,14,0,1.35,1,,12/30/2018
25922,Charming Sunny Williamsburg/Greenpoint Apartment,2800064,Joseph,Brooklyn,Greenpoint,40.72399,-73.95166,Entire home/apt,208,4,61,255,2.26,1,,6/23/2019
25923,Beautiful Studio in the heart of Midtown,98673234,An0,Manhattan,Upper East Side,40.76365,-73.96187,Entire home/apt,185,2,7,107,6.56,1,,7/1/2019
25924,Gorgeous 4  Bedroom 4 Bath Apt at West Village,132777237,Han0h,Manhattan,West Village,40.73473,-74.00135,Entire home/apt,650,30,0,277,0,1,,0
25925,Brickwall 3BR 5bed 10pl - Prime location Times Sq.,268847927,Dae,Manhattan,Hell's Kitchen,40.762,-73.99158,Entire home/apt,399,3,0,218,0,1,,0
